id,condition,type,field,mean_top,max_top,min_top,std_top,sampling_count,simulation_time,sampling_resolution
GS_1,attack,branch,__update_load_avg_se,3.563333333333334,4.96,2.77,0.7872144985114709,6,27.461119,0.21849073229681573
GS_1,attack,branch,skb_release_data,2.61,2.96,2.19,0.3443835071544513,4,27.461119,0.14566048819787716
GS_1,attack,branch,native_sched_clock,3.922222222222222,7.87,1.9,1.70261400336202,9,27.461119,0.3277360984452236
GS_1,attack,branch,tcp_options_write,5.188888888888889,11.9,2.32,3.2502478537968624,9,27.461119,0.3277360984452236
GS_1,attack,branch,tcp_v4_rcv,3.84,4.88,3.0,0.7123201527403249,5,27.461119,0.18207561024734645
GS_1,attack,branch,ipv4_mtu,2.844,3.61,2.22,0.5265263526168465,5,27.461119,0.18207561024734645
GS_1,attack,branch,sk_stream_alloc_skb,8.485714285714286,21.95,2.56,6.967988368586869,7,27.461119,0.254905854346285
GS_1,attack,branch,__cgroup_bpf_run_filter_skb,1.544,3.16,0.64,1.026294304768374,5,27.461119,0.18207561024734645
GS_1,attack,branch,calc_wheel_index,4.945,10.61,2.35,2.92572335378059,8,27.461119,0.2913209763957543
GS_1,attack,branch,x86_pmu_enable,0.018,0.09,0.0,0.040249223594996206,5,27.461119,0.18207561024734645
GS_1,attack,branch,do_softirq,0.0,0.0,0.0,0.0,2,27.461119,0.07283024409893858
GS_1,attack,branch,migrate_enable,4.1925,8.28,2.24,2.1215408820679635,8,27.461119,0.2913209763957543
GS_1,attack,branch,__intel_pmu_enable_all.constprop.,0.005,0.02,0.0,0.01,4,27.461119,0.14566048819787716
GS_1,attack,branch,native_write_msr,0.22400000000000003,1.07,0.01,0.4729482001234385,5,27.461119,0.18207561024734645
GS_1,attack,branch,psi_group_change,14.139999999999999,34.71,5.3,8.337310444894412,12,27.461119,0.43698146459363146
GS_1,attack,branch,update_curr,3.3274999999999997,5.6,1.88,1.6381976885182894,4,27.461119,0.14566048819787716
GS_1,attack,branch,__perf_event_task_sched_out,2.565,2.9,2.23,0.4737615433949868,2,27.461119,0.07283024409893858
GS_1,attack,branch,futex_wake,4.0725,6.09,2.42,1.5692753104538415,4,27.461119,0.14566048819787716
GS_1,attack,branch,calc_timer_values,11.81857142857143,28.14,3.08,9.498090033565395,7,27.461119,0.254905854346285
GS_1,attack,branch,select_idle_sibling,4.97,4.97,4.97,nan,1,27.461119,0.03641512204946929
GS_1,attack,branch,__msecs_to_jiffies,5.108750000000001,10.96,2.43,3.0203804750868253,8,27.461119,0.2913209763957543
GS_1,attack,branch,ip_local_out,2.8,3.56,2.19,0.5190857347298229,5,27.461119,0.18207561024734645
